Trial,time,PositionX,PositionY,PositionZ,RotationQX,RotationQY,RotationQZ,RotationQW,frameDiff,userLevel,preTrialOffset,preLevelOffset,
1,1.133335,0.1071671,0.8620825,3.2435363,0.4634846,0.1825752,-0.1647344,0.8512995,,,,,
1,1.144446,0.1033997,0.8594715,3.2401334,0.4709685,0.173009,-0.1567299,0.850701,,,,,
1,1.155557,0.09981883,0.856887,3.2371024,0.4787681,0.1630904,-0.1484019,0.8497997,,,,,
1,1.166668,0.09635528,0.8549917,3.2345819,0.4852308,0.1518589,-0.138738,0.8498479,,,,,
1,1.17778,0.09324629,0.8536111,3.2324224,0.4909808,0.1393199,-0.1283979,0.8503187,,,,,
1,1.188891,0.08996365,0.8518173,3.2299081,0.4967735,0.1268454,-0.1192522,0.8502384,,,,,
1,1.200002,0.08749764,0.8512124,3.2282801,0.5020013,0.113245,-0.1110741,0.8501958,,,,,
1,1.211113,0.08523504,0.8507935,3.2267312,0.5073918,0.09951895,-0.101885,0.8498642,,,,,
1,1.222224,0.08240029,0.8506231,3.2257071,0.512041,0.0861255,-0.09021513,0.8498573,,,,,
1,1.233335,0.07971446,0.8507963,3.2250173,0.516807,0.07224596,-0.07818998,0.8494571,,,,,
1,1.244446,0.0765189,0.8512459,3.2242766,0.5221496,0.05886998,-0.06783807,0.8481109,,,,,
1,1.255558,0.07434089,0.852239,3.2245509,0.5272362,0.04542217,-0.05866694,0.8464733,,,,,
1,1.266669,0.07204428,0.8534067,3.2247205,0.5310548,0.03242385,-0.04945409,0.8452715,,,,,
1,1.27778,0.06970829,0.8544533,3.2250483,-0.5347258,-0.01971055,0.0405564,-0.8438216,,,,,
1,1.288891,0.0679342,0.8568668,3.2263887,-0.5376834,-0.008805625,0.03409377,-0.8424112,,,,,
1,1.300002,0.06585611,0.858704,3.227194,-0.5409036,0.002852216,0.02574816,-0.8406855,,,,,
1,1.311113,0.06411429,0.8614364,3.2290122,-0.5447899,0.01227192,0.02075636,-0.8382258,,,,,
1,1.322224,0.06231408,0.8647685,3.2316858,-0.5491567,0.02429852,0.0116197,-0.8352852,,,,,
1,1.333336,0.06012253,0.8687289,3.2338843,-0.550229,0.0387896,-0.001663674,-0.8341106,,,,,
1,1.344447,0.05815572,0.8728678,3.2365549,-0.5494801,0.05400081,-0.01432296,-0.8336369,,,,,
1,1.355558,0.05615372,0.8769226,3.2390752,-0.5486972,0.06810108,-0.0255347,-0.8328514,,,,,
1,1.366669,0.05382791,0.8820393,3.2424456,-0.5457326,0.08152379,-0.03711752,-0.8331578,,,,,
1,1.37778,0.05165046,0.8883603,3.2471432,-0.544526,0.09552932,-0.04971831,-0.8318015,,,,,
1,1.388891,0.04952606,0.8954086,3.2528292,-0.5464827,0.1087964,-0.05983376,-0.8282148,,,,,
1,1.400002,0.04741,0.9022794,3.258883,-0.5500273,0.120286,-0.06657741,-0.8237528,,,,,
1,1.411114,0.04534762,0.9109925,3.266966,-0.5543585,0.1318693,-0.07278483,-0.818535,,,,,
1,1.422225,0.04331844,0.9202433,3.2743416,-0.5534502,0.1430661,-0.07936247,-0.8166557,,,,,
1,1.433336,0.04093543,0.9306839,3.2824216,-0.5500378,0.1513169,-0.08333671,-0.8170781,,,,,
1,1.444447,0.03849493,0.9418112,3.290674,-0.5425524,0.1584364,-0.08857697,-0.8201762,,,,,
1,1.455558,0.03590009,0.9522611,3.298355,-0.5346853,0.1654813,-0.09277189,-0.8234809,,,,,
1,1.466669,0.03355678,0.9651415,3.3065247,-0.519594,0.1696782,-0.09604371,-0.8318695,,,,,
1,1.47778,0.03100087,0.9783784,3.3141296,-0.4989752,0.1746872,-0.1000201,-0.8429141,,,,,
1,1.488891,0.02826323,0.9929258,3.3225405,-0.4765038,0.1790847,-0.104285,-0.8543988,,,,,
1,1.500003,0.02548476,1.006828,3.3309391,-0.457294,0.1840544,-0.1080608,-0.8633245,,,,,
1,1.511114,0.02304309,1.02305,3.3395811,-0.4337259,0.1883489,-0.1101622,-0.8742259,,,,,
1,1.522225,0.02043901,1.039684,3.3481128,-0.4102701,0.1917148,-0.1099237,-0.8847828,,,,,
1,1.533336,0.01758587,1.057053,3.3571419,-0.3876398,0.1942409,-0.106633,-0.8947823,,,,,
1,1.544447,0.01520152,1.074082,3.3655559,-0.3655819,0.1968626,-0.1032197,-0.9038476,,,,,
