Trial,time,PositionX,PositionY,PositionZ,RotationQX,RotationQY,RotationQZ,RotationQW,frameDiff,userLevel,preTrialOffset,preLevelOffset,,
1,0.1111111,0.4443625,1.230959,-0.0291397,-0.06115394,-0.6949573,-0.1505825,-0.7004424,,,,,0.35,3
1,0.1222222,0.4442728,1.231174,-0.0282119,-0.06604566,-0.6993864,-0.1507085,-0.6955456,,,,,,
1,0.1333333,0.444131,1.231037,-0.0270454,-0.07091472,-0.7040461,-0.1493422,-0.6906425,,,,,,
1,0.1444445,0.4444086,1.230727,-0.0261426,-0.07283057,-0.7075198,-0.144779,-0.6878594,,,,,,
1,0.1555556,0.4446724,1.230298,-0.025405,-0.07339996,-0.7096623,-0.1394261,-0.6866968,,,,,,
1,0.1666667,0.445385,1.229566,-0.0247054,-0.0710106,-0.7102576,-0.1288245,-0.688401,,,,,,
1,0.1777778,0.4457859,1.228882,-0.0237513,-0.07070559,-0.7120679,-0.1214115,-0.6879094,,,,,,
1,0.1888889,0.4463218,1.228048,-0.0223506,-0.07085299,-0.7147015,-0.1126683,-0.6866495,,,,,,
1,0.2,0.4467352,1.227308,-0.0206471,-0.07110222,-0.7177426,-0.1043849,-0.6847584,,,,,,
1,0.2111111,0.447174,1.226119,-0.017678,-0.06929615,-0.7217278,-0.09125471,-0.6826269,,,,,,
1,0.2222222,0.4475015,1.225158,-0.0148967,-0.06831592,-0.7255412,-0.08003046,-0.6800869,,,,,,
1,0.2333333,0.4475877,1.224083,-0.0108578,-0.06835108,-0.7315088,-0.06755666,-0.6750253,,,,,,
1,0.2444444,0.4476089,1.223158,-0.0062621,-0.07012924,-0.7379957,-0.05583226,-0.6688251,,,,,,
1,0.2555556,0.447784,1.222228,-0.0021199,-0.07059138,-0.7428427,-0.04360619,-0.6643043,,,,,,
1,0.2666667,0.447847,1.221049,0.0033071,-0.06789562,-0.7463803,-0.02735108,-0.6614822,,,,,,
1,0.2777778,0.4481792,1.21973,0.0076631,-0.06430542,-0.7486966,-0.0132166,-0.6596542,,,,,,
1,0.2888889,0.4482888,1.217055,0.0181781,-0.05549144,-0.7496715,0.01663062,-0.65927,,,,,,
1,0.3,0.4482888,1.217055,0.0181781,-0.05549144,-0.7496715,0.01663062,-0.65927,,,,,,
1,0.3111111,0.4483565,1.215989,0.0238607,-0.05275611,-0.748269,0.03164595,-0.6605368,,,,,,
1,0.3222222,0.448673,1.214967,0.0292468,-0.05019502,-0.7459885,0.04764497,-0.6623532,,,,,,
1,0.3333333,0.4485123,1.214283,0.0355034,-0.05135115,-0.7432979,0.06178545,-0.6641188,,,,,,
1,0.3444445,0.4484456,1.213914,0.0419824,-0.05722767,-0.7410822,0.06955361,-0.6653453,,,,,,
1,0.3555556,0.4481905,1.213305,0.0486556,-0.0622815,-0.7392125,0.07631483,-0.6662298,,,,,,
1,0.3666667,0.4479271,1.213,0.0560324,-0.07022686,-0.7357593,0.07896106,-0.6689483,,,,,,
