Trial,time,PositionX,PositionY,PositionZ,RotationQX,RotationQY,RotationQZ,RotationQW,frameDiff,userLevel,preTrialOffset,preLevelOffset,,
1,0.5888891,0.3811972,1.085884,0.0088119,-0.3651813,-0.3022969,0.02472647,-0.8801408,,,,,,
1,0.6000003,0.3805884,1.085812,0.0129815,-0.3681545,-0.2884556,0.02241611,-0.8836025,,,,,,
1,0.6111114,0.3798372,1.086333,0.0173151,-0.3709809,-0.2760913,0.01958323,-0.8864329,,,,,,
1,0.6222225,0.3790781,1.086755,0.021877,-0.3756381,-0.2639666,0.01657119,-0.8882247,,,,,,
1,0.6333337,0.3783508,1.088415,0.0265191,-0.3809114,-0.253654,0.01318133,-0.8890402,,,,,,
1,0.6444448,0.37813,1.090496,0.0310793,-0.3873128,-0.2422412,0.008975632,-0.8895097,,,,,,
1,0.655556,0.3781451,1.092828,0.0354478,-0.393384,-0.2296187,0.004352808,-0.8902277,,,,,,
1,0.6666671,0.3785746,1.095634,0.0398246,-0.3995005,-0.2163146,-0.00125517,-0.8908455,,,,,,
1,0.6777782,0.3788936,1.097888,0.0442106,-0.4043724,-0.2039061,-0.006725442,-0.8915493,,,,,,
1,0.6888894,0.3790364,1.100792,0.0483273,-0.4072452,-0.1928888,-0.01288037,-0.892625,,,,,,
1,0.7000005,0.3793838,1.104434,0.0523155,-0.4106428,-0.1818169,-0.01916494,-0.8932793,,,,,,
1,0.7111117,0.3796977,1.107873,0.05651537,-0.4146451,-0.170702,-0.02599055,-0.893451,,,,,,
1,0.7222228,0.3812355,1.112204,0.06077767,-0.4192746,-0.1586573,-0.0351608,-0.8931968,,,,,,
1,0.7333339,0.3827806,1.116678,0.06464488,-0.4218416,-0.1470676,-0.04850459,-0.8933465,,,,,,
1,0.7444451,0.3838865,1.12179,0.06820139,-0.4220461,-0.1377315,-0.06594309,-0.8936211,,,,,,
1,0.7555562,0.3850285,1.126532,0.07190009,-0.4223511,-0.1286552,-0.0819267,-0.8935074,,,,,,
1,0.7666674,0.386278,1.132387,0.07516331,-0.4201459,-0.1218931,-0.1009114,-0.8935527,,,,,,
1,0.7777785,0.387913,1.138564,0.07838801,-0.4182355,-0.1144742,-0.1170753,-0.8934586,,,,,,
1,0.7888896,0.3903325,1.145639,0.08170033,-0.4178873,-0.1046036,-0.133461,-0.8925338,,,,,,
1,0.8000008,0.3931745,1.153427,0.08513834,-0.4189227,-0.09166808,-0.1502678,-0.8907977,,,,,,
1,0.8111119,0.3965443,1.161875,0.08857506,-0.421161,-0.07709887,-0.1665352,-0.8882259,,,,,,
1,0.8222231,0.4003116,1.17103,0.09202892,-0.423723,-0.06244136,-0.1825423,-0.8850075,,,,,,
1,0.8333342,0.4037626,1.180476,0.09548887,-0.4251449,-0.04988423,-0.1993305,-0.8814935,,,,,,
1,0.8444453,0.4070641,1.189757,0.09877152,-0.4257904,-0.03870747,-0.2163385,-0.8777254,,,,,,
1,0.8555565,0.4102114,1.200155,0.10210479,-0.425721,-0.0303934,-0.2341987,-0.8734924,,,,,,
1,0.8666676,0.4133046,1.211154,0.10506372,-0.4259325,-0.02393648,-0.2530523,-0.8683163,,,,,,
1,0.8777788,0.4163356,1.222705,0.10827897,-0.4263268,-0.01821697,-0.2731209,-0.8621593,,,,,,
1,0.8888899,0.419448,1.234017,0.11130778,-0.4263527,-0.01155169,-0.2921207,-0.8560114,,,,,,
1,0.900001,0.4223917,1.246334,0.11434666,-0.4253945,-0.00744338,-0.3114413,-0.8496991,,,,,,
1,0.9111122,0.4251969,1.258401,0.11713287,-0.4238412,-0.003589912,-0.3305206,-0.8432686,,,,,,
1,0.9222233,0.4276922,1.271369,0.1196455,-0.4212276,-0.003573439,-0.350351,-0.8365458,,,,,,
1,0.9333345,0.4302103,1.284402,0.12198258,-0.4179021,-0.004406217,-0.3683174,-0.8304702,,,,,,
1,0.9444456,0.432742,1.2978,0.12423568,-0.4144221,-0.005896071,-0.3854905,-0.8243887,,,,,,
1,0.9555568,0.4352072,1.311105,0.12660798,-0.4112197,-0.006293964,-0.4032995,-0.8174402,,,,,,
1,0.9666679,0.4373359,1.325048,0.12858907,-0.4075332,-0.009563172,-0.4208557,-0.8103739,,,,,,
1,0.977779,0.4391858,1.339537,0.13018242,-0.4040088,-0.01425441,-0.4368494,-0.8035772,,,,,,
1,0.9888902,0.4409232,1.353826,0.13161481,-0.4008618,-0.02010762,-0.449982,-0.7977604,,,,,,
