Trial,time,PositionX,PositionY,PositionZ,RotationQX,RotationQY,RotationQZ,RotationQW,frameDiff,userLevel,preTrialOffset,preLevelOffset,,
1,0.8888899,0.419448,1.234017,2.88869222,-0.4263527,-0.01155169,-0.2921207,-0.8560114,,,,,,
1,0.900001,0.4223917,1.246334,2.88565334,-0.4253945,-0.00744338,-0.3114413,-0.8496991,,,,,,
1,0.9111122,0.4251969,1.258401,2.88286713,-0.4238412,-0.003589912,-0.3305206,-0.8432686,,,,,,
1,0.9222233,0.4276922,1.271369,2.8803545,-0.4212276,-0.003573439,-0.350351,-0.8365458,,,,,,
1,0.9333345,0.4302103,1.284402,2.87801742,-0.4179021,-0.004406217,-0.3683174,-0.8304702,,,,,,
1,0.9444456,0.432742,1.2978,2.87576432,-0.4144221,-0.005896071,-0.3854905,-0.8243887,,,,,,
1,0.9555568,0.4352072,1.311105,2.87339202,-0.4112197,-0.006293964,-0.4032995,-0.8174402,,,,,,
1,0.9666679,0.4373359,1.325048,2.87141093,-0.4075332,-0.009563172,-0.4208557,-0.8103739,,,,,,
1,0.977779,0.4391858,1.339537,2.86981758,-0.4040088,-0.01425441,-0.4368494,-0.8035772,,,,,,
1,0.9888902,0.4409232,1.353826,2.86838519,-0.4008618,-0.02010762,-0.449982,-0.7977604,,,,,,
1,1.000001,0.4424427,1.36814,2.86731072,-0.3967952,-0.0275699,-0.4619086,-0.7927383,,,,,,
1,1.011112,0.4435215,1.38246,2.8664098,-0.3916292,-0.03651187,-0.473891,-0.7878584,,,,,,
1,1.022224,0.4447027,1.396384,2.86540142,-0.3860249,-0.04436352,-0.4868172,-0.7823208,,,,,,
1,1.033335,0.4454546,1.410677,2.86510721,-0.378412,-0.05436301,-0.4984051,-0.7781012,,,,,,
1,1.044446,0.4458925,1.424923,2.86508109,-0.3695586,-0.06460981,-0.5094255,-0.7744274,,,,,,
1,1.055557,0.4462816,1.43902,2.86550111,-0.3591935,-0.07556814,-0.5191863,-0.7718259,,,,,,
1,1.066668,0.4466598,1.452767,2.86657777,-0.347207,-0.08733143,-0.5270522,-0.7707377,,,,,,
1,1.077779,0.4470494,1.466503,2.86742215,-0.3359478,-0.09845836,-0.5342931,-0.7693998,,,,,,
1,1.08889,0.4472326,1.479944,2.86911791,-0.3228481,-0.1109292,-0.5375954,-0.7710092,,,,,,
1,1.100002,0.4473978,1.493387,2.87076817,-0.3107703,-0.1225361,-0.5417258,-0.7713235,,,,,,
1,1.111113,0.4472822,1.506282,2.87308184,-0.2969659,-0.1353467,-0.5437177,-0.7732164,,,,,,
1,1.122224,0.4465612,1.518731,2.8762506,-0.2813113,-0.1487424,-0.5463558,-0.7747484,,,,,,
1,1.133335,0.4461444,1.531215,2.87881511,-0.2665318,-0.1615771,-0.5502312,-0.7746609,,,,,,
1,1.144446,0.4453324,1.542755,2.88213115,-0.2496253,-0.1757481,-0.5534025,-0.7749488,,,,,,
1,1.155557,0.4444375,1.554548,2.88550762,-0.2332623,-0.1892722,-0.5566002,-0.7745715,,,,,,
1,1.166668,0.4432433,1.564909,2.88938158,-0.2150409,-0.2040321,-0.558553,-0.7746915,,,,,,
1,1.17778,0.4418276,1.575032,2.89363719,-0.196906,-0.2181686,-0.559558,-0.7749358,,,,,,
1,1.188891,0.4405933,1.584252,2.89795055,-0.1780824,-0.2318279,-0.5589361,-0.7759723,,,,,,
1,1.200002,0.4393747,1.593788,2.90223355,-0.1599303,-0.2449251,-0.5584925,-0.7762218,,,,,,
1,1.211113,0.4381252,1.602013,2.90687124,-0.1406578,-0.2570639,-0.5561467,-0.7777111,,,,,,
1,1.222224,0.4369378,1.609694,2.91188738,-0.1210579,-0.2683102,-0.5536254,-0.7790082,,,,,,
1,1.233335,0.4355671,1.616467,2.91720448,-0.1005027,-0.2792409,-0.5513752,-0.7796854,,,,,,
1,1.244446,0.4345601,1.622269,2.92221581,-0.07913989,-0.2898836,-0.5491574,-0.7798272,,,,,,
1,1.255558,0.433177,1.628367,2.92739021,-0.05803034,-0.3008731,-0.5467938,-0.7791819,,,,,,
1,1.266669,0.4322847,1.63247,2.93258481,-0.03606359,-0.3115177,-0.5438405,-0.7783918,,,,,,
1,1.27778,0.4314055,1.636123,2.93824717,-0.01412225,-0.3222375,-0.5405945,-0.7769951,,,,,,
1,1.288891,0.4307954,1.638382,2.94370743,0.00814674,-0.3328073,-0.5357131,-0.7760055,,,,,,
1,1.300002,0.4301987,1.640043,2.94904446,0.03025015,-0.3442492,-0.529708,-0.7745883,,,,,,
1,1.311113,0.4295985,1.641636,2.9539428,0.05179241,-0.3557453,-0.5234034,-0.772536,,,,,,
1,1.322224,0.4293443,1.641914,2.9589942,0.07260444,-0.3665561,-0.5149845,-0.7714638,,,,,,
1,1.333336,0.4292289,1.641531,2.9637205,0.09251995,-0.3756071,-0.5055548,-0.7712159,,,,,,
1,1.344447,0.4287194,1.640899,2.9681534,0.1118621,-0.3831346,-0.4967285,-0.7706852,,,,,,
1,1.355558,0.4293419,1.640238,2.9729658,0.1312255,-0.3901769,-0.4884223,-0.769406,,,,,,
1,1.366669,0.4306347,1.638216,2.9774698,0.1496298,-0.3961228,-0.4806567,-0.7678977,,,,,,
1,1.37778,0.4322023,1.635435,2.981812,0.1677849,-0.402747,-0.473033,-0.7654299,,,,,,
1,1.388891,0.4333613,1.632802,2.9865824,0.1861454,-0.4105507,-0.4646621,-0.7621596,,,,,,
1,1.400002,0.4347205,1.628426,2.991204,0.2025912,-0.4198801,-0.4551288,-0.7586273,,,,,,
1,1.411114,0.4361916,1.623822,2.9947795,0.2165287,-0.4303678,-0.4434524,-0.75581,,,,,,
1,1.422225,0.4369055,1.618859,2.9977781,0.2289491,-0.4416622,-0.4303516,-0.7532028,,,,,,
1,1.433336,0.438256,1.613468,3.0008486,0.2403082,-0.4537035,-0.4161353,-0.7504908,,,,,,
1,1.444447,0.4391119,1.608223,3.0033322,0.252436,-0.464771,-0.401767,-0.7475609,,,,,,
1,1.455558,0.4408487,1.601922,3.0059383,0.2633433,-0.4756001,-0.385883,-0.7453517,,,,,,
1,1.466669,0.4429642,1.594887,3.0076106,0.2751465,-0.4847369,-0.3689682,-0.7437655,,,,,,
1,1.47778,0.4454389,1.587649,3.0096778,0.2875241,-0.4919537,-0.3512187,-0.7429381,,,,,,
1,1.488891,0.4478058,1.580334,3.011465,0.2997435,-0.4985729,-0.3333847,-0.7419121,,,,,,
1,1.500003,0.4506945,1.572199,3.0126581,0.3117502,-0.5038131,-0.3138553,-0.7419428,,,,,,
1,1.511114,0.4536578,1.563811,3.0130612,0.3226793,-0.5086888,-0.29319,-0.7423971,,,,,,
1,1.522225,0.4563895,1.555275,3.0133443,0.3320469,-0.5145577,-0.2720396,-0.7422734,,,,,,
1,1.533336,0.4589585,1.546587,3.0128933,0.3398015,-0.5223566,-0.2511392,-0.7406806,,,,,,
1,1.544447,0.4612997,1.538296,3.0126844,0.3471869,-0.5305932,-0.2310299,-0.7379414,,,,,,
1,1.555558,0.4636571,1.529437,3.0115291,0.3521627,-0.5403187,-0.2109604,-0.734529,,,,,,
1,1.566669,0.4661174,1.520434,3.0097365,0.3571532,-0.5486177,-0.1903552,-0.7315909,,,,,,
1,1.577781,0.4686684,1.511209,3.0078038,0.3620095,-0.5551275,-0.169,-0.7295352,,,,,,
1,1.588892,0.4711916,1.501787,3.0053786,0.3673788,-0.5600123,-0.1457642,-0.728129,,,,,,
1,1.600003,0.4735574,1.492652,3.0030716,0.3726312,-0.5645148,-0.1226781,-0.7262364,,,,,,
1,1.611114,0.4759965,1.48326,2.9998387,0.3779902,-0.5686237,-0.09906595,-0.7238622,,,,,,
1,1.622225,0.4778102,1.473828,2.9958021,0.3821303,-0.575919,-0.07767484,-0.7185127,,,,,,
1,1.633336,0.4789965,1.464448,2.9916498,0.3842512,-0.5864541,-0.05737559,-0.7107255,,,,,,
1,1.644447,0.479739,1.45508,2.9868432,-0.384849,0.5987325,0.0377619,0.7014163,,,,,,
1,1.655559,0.4807727,1.445953,2.9820963,-0.3853503,0.6086697,0.01745316,0.693341,,,,,,
1,1.66667,0.4810811,1.437337,2.9764262,-0.3833289,0.6187178,-0.002354714,0.6857418,,,,,,
1,1.677781,0.4815009,1.428902,2.9709778,-0.3800741,0.6253906,-0.02258878,0.6811168,,,,,,
1,1.688892,0.4817623,1.420577,2.9652258,-0.3772906,0.6271363,-0.04337574,0.6800517,,,,,,
1,1.700003,0.4825037,1.412134,2.9597207,-0.3765371,0.6264777,-0.06474121,0.6793778,,,,,,
1,1.711114,0.4829623,1.403647,2.9536083,-0.3776459,0.6194462,-0.08861431,0.6825083,,,,,,
1,1.722225,0.4826779,1.395424,2.94717596,-0.3771144,0.6136927,-0.1124388,0.6844878,,,,,,
1,1.733337,0.4816868,1.387583,2.94004227,-0.3701752,0.6164393,-0.130458,0.6826081,,,,,,
1,1.744448,0.4809098,1.379833,2.93326372,-0.3627022,0.6204677,-0.1460236,0.6798118,,,,,,
1,1.755559,0.4792208,1.372545,2.92552759,-0.3510199,0.6274161,-0.1577884,0.676932,,,,,,
1,1.76667,0.4773766,1.365729,2.91805475,-0.3390618,0.6321119,-0.17029,0.6756279,,,,,,
1,1.777781,0.4755406,1.358815,2.91005868,-0.3324245,0.6291664,-0.1854301,0.6776868,,,,,,
1,1.788892,0.4740627,1.351604,2.90184508,-0.3317844,0.6199937,-0.2040405,0.6810979,,,,,,
1,1.800003,0.4719633,1.344745,2.89346076,-0.3311493,0.6089355,-0.2241317,0.6850567,,,,,,
1,1.811115,0.469779,1.338465,2.88532102,-0.3239106,0.6049519,-0.2410288,0.6863092,,,,,,
1,1.822226,0.4668117,1.333557,2.87663975,-0.3101885,0.6064457,-0.2528722,0.687068,,,,,,
1,1.833337,0.4631915,1.329113,2.86733445,-0.2970425,0.6077862,-0.2646132,0.6872712,,,,,,
1,1.844448,0.4598601,1.324767,2.858112185,0.2870114,-0.6059116,0.2802902,-0.6869739,,,,,,
1,1.855559,0.4551216,1.322104,2.847779738,0.2832635,-0.5959563,0.3061119,-0.6862168,,,,,,
1,1.86667,0.4515407,1.318667,2.83815328,0.2808545,-0.584083,0.3320849,-0.6853374,,,,,,
1,1.877781,0.4478594,1.316145,2.82823057,0.2846125,-0.5627177,0.3661878,-0.6842887,,,,,,
1,1.888893,0.4439676,1.313928,2.81879498,0.2836838,-0.5428457,0.3982368,-0.6828249,,,,,,
1,1.900004,0.4393676,1.313803,2.81049469,0.2742125,-0.5227479,0.4305747,-0.6827499,,,,,,
1,1.911115,0.4351707,1.315303,2.80293964,0.2526817,-0.5113563,0.4527262,-0.6853509,,,,,,
1,1.922226,0.4309599,1.317609,2.79527356,0.2295347,-0.5036872,0.4658994,-0.6903266,,,,,,
1,1.933337,0.4269704,1.319911,2.78690649,0.2129139,-0.4955511,0.4730679,-0.6966375,,,,,,
1,1.944448,0.4242862,1.320697,2.7784942,0.2037171,-0.4832182,0.4826207,-0.7014819,,,,,,
1,1.955559,0.4208224,1.322734,2.76963946,0.2030694,-0.4670725,0.4878981,-0.7089158,,,,,,
1,1.966671,0.4175805,1.324837,2.76053241,0.2105543,-0.4455537,0.4958149,-0.7150639,,,,,,
1,1.977782,0.4137229,1.327668,2.75094149,0.2195369,-0.4246752,0.5026546,-0.7202728,,,,,,
1,1.988893,0.4097183,1.332199,2.7424915,0.2198347,-0.4091248,0.5071831,-0.7259856,,,,,,
1,2.000004,0.4055914,1.336803,2.7340714,0.2134053,-0.3975287,0.5087507,-0.7332134,,,,,,
1,2.011115,0.4012102,1.343202,2.7266469,0.2038687,-0.3928651,0.5002535,-0.744205,,,,,,
1,2.022226,0.3968301,1.349809,2.718771,0.1989065,-0.3874547,0.4899714,-0.7551445,,,,,,
1,2.033337,0.392508,1.356547,2.7112023,0.1993382,-0.3784229,0.4817518,-0.764837,,,,,,
1,2.044448,0.3881169,1.363367,2.7036717,0.2018839,-0.3673791,0.4742341,-0.7741948,,,,,,
1,2.055559,0.3841426,1.370096,2.6964097,0.2038092,-0.3544936,0.4697227,-0.7824044,,,,,,
1,2.06667,0.3796971,1.377483,2.6890801,0.209162,-0.3406974,0.4651386,-0.7898244,,,,,,
1,2.077781,0.3750762,1.385483,2.6821448,0.2144667,-0.3268163,0.4627866,-0.795628,,,,,,
1,2.088892,0.3701939,1.393373,2.6753554,0.2198672,-0.3121492,0.4628415,-0.7999994,,,,,,
1,2.100003,0.3653786,1.401742,2.6688603,0.2235942,-0.2982221,0.4633298,-0.8039868,,,,,,
1,2.111114,0.3599523,1.410545,2.6632477,0.2258224,-0.2858471,0.4661103,-0.8062487,,,,,,
1,2.122225,0.3543091,1.419782,2.6579505,0.2234101,-0.2795607,0.4658123,-0.8092915,,,,,,
1,2.133336,0.3486472,1.429171,2.652428,0.2206326,-0.2747548,0.4630936,-0.81325,,,,,,
1,2.144447,0.3421373,1.439322,2.6477847,0.2174692,-0.2755405,0.4604122,-0.815356,,,,,,
1,2.155558,0.3364241,1.448718,2.6427721,0.218429,-0.2687491,0.4598118,-0.8177016,,,,,,
1,2.166669,0.3306338,1.458135,2.6382655,0.2202427,-0.2607879,0.4590848,-0.8201975,,,,,,
1,2.17778,0.3254036,1.467671,2.6339093,0.2220567,-0.2502031,0.4577048,-0.8237693,,,,,,
1,2.188891,0.320505,1.476995,2.6300096,0.2257242,-0.2355368,0.4558719,-0.8281015,,,,,,
1,2.200002,0.3158194,1.48649,2.6267017,0.2298025,-0.2191326,0.4533556,-0.8328509,,,,,,
1,2.211113,0.3110891,1.495883,2.6234976,0.2340514,-0.2031727,0.4499951,-0.8375233,,,,,,
1,2.222224,0.3061986,1.505422,2.6207063,0.2390952,-0.1881007,0.4464748,-0.8414939,,,,,,
1,2.233335,0.3012622,1.51485,2.6184402,0.2445116,-0.1733897,0.4428866,-0.8449863,,,,,,
1,2.244446,0.2962172,1.524208,2.6161471,0.2499074,-0.1607345,0.4380887,-0.8484039,,,,,,
1,2.255557,0.2910047,1.533568,2.6143249,0.2550293,-0.1503468,0.431948,-0.8519254,,,,,,
1,2.266668,0.28593,1.542971,2.612373,0.2595495,-0.139467,0.4260717,-0.8553631,,,,,,
1,2.277779,0.2811617,1.552053,2.6111967,0.2641504,-0.1294815,0.4187191,-0.859147,,,,,,
1,2.28889,0.2765824,1.561208,2.6097995,0.2687855,-0.117442,0.4122557,-0.8625585,,,,,,
1,2.300001,0.2725022,1.57008,2.6095356,0.2737009,-0.1030819,0.4080872,-0.8648277,,,,,,
1,2.311112,0.2685482,1.5789,2.609574,0.27842,-0.08813795,0.4060891,-0.8659132,,,,,,
1,2.322223,0.2644367,1.587506,2.6095096,0.2837177,-0.07459269,0.4050636,-0.8659468,,,,,,
1,2.333334,0.2605441,1.595604,2.609857,0.2888205,-0.06231248,0.4044935,-0.8654969,,,,,,
1,2.344445,0.2564721,1.604105,2.6101166,0.2929823,-0.05241739,0.4016314,-0.8660867,,,,,,
1,2.355556,0.2527644,1.612279,2.6115582,0.2943717,-0.04895096,0.3956828,-0.868553,,,,,,
1,2.366668,0.2491411,1.620568,2.613341,0.29554,-0.04567005,0.3904113,-0.8707178,,,,,,
1,2.377779,0.2459411,1.628586,2.6148883,0.2985255,-0.0386706,0.3876955,-0.8712516,,,,,,
1,2.38889,0.2427074,1.636211,2.6164248,0.30257,-0.02967382,0.3876121,-0.8702458,,,,,,
1,2.400001,0.2402583,1.643379,2.6181652,0.3070865,-0.01721533,0.3883097,-0.8686871,,,,,,
1,2.411112,0.238724,1.650178,2.6203905,0.3113726,-0.003913114,0.3871217,-0.8678529,,,,,,
1,2.422223,0.2373966,1.657066,2.6226495,0.3157007,0.008387573,0.383584,-0.8678284,,,,,,
1,2.433334,0.2360157,1.663781,2.6250551,0.3202879,0.01867871,0.379366,-0.8678412,,,,,,
1,2.444445,0.2353188,1.670061,2.6277337,0.3266973,0.02733022,0.3733987,-0.8678107,,,,,,
1,2.455556,0.2347799,1.675868,2.6305396,0.3347478,0.03471138,0.3679492,-0.866806,,,,,,
1,2.466667,0.2345144,1.681514,2.6339329,0.3430596,0.0389074,0.3605568,-0.8664843,,,,,,
1,2.477778,0.2340971,1.687403,2.6370189,0.3501144,0.04288712,0.3526939,-0.8667109,,,,,,
1,2.488889,0.2343896,1.692799,2.6407116,0.3575436,0.04369882,0.3432548,-0.8674269,,,,,,
1,2.5,0.2350663,1.698059,2.644646,0.3650301,0.04605354,0.3347883,-0.8674958,,,,,,
1,2.511111,0.2361197,1.703022,2.6484912,0.373035,0.05047663,0.3268227,-0.8668818,,,,,,
1,2.522222,0.2370779,1.708188,2.6520576,0.3804886,0.05532024,0.3187666,-0.8663464,,,,,,
1,2.533333,0.2387464,1.712858,2.6559926,0.3883113,0.06027195,0.3101052,-0.8656885,,,,,,
1,2.544444,0.2408744,1.71744,2.6597457,0.3956453,0.06653414,0.3011579,-0.8650677,,,,,,
1,2.555555,0.2433321,1.721897,2.6638393,0.4021959,0.07179552,0.2906057,-0.8652354,,,,,,
1,2.566666,0.2454528,1.72653,2.6677438,0.4088259,0.07613795,0.2803077,-0.8651543,,,,,,
1,2.577777,0.2482285,1.730711,2.6721616,0.4151416,0.0797042,0.269795,-0.8651679,,,,,,
1,2.588888,0.2514217,1.734734,2.6767253,0.4201994,0.08163327,0.257646,-0.8662489,,,,,,
1,2.599999,0.254452,1.738722,2.6817474,0.4239871,0.08181282,0.2452311,-0.8679882,,,,,,
1,2.61111,0.2577372,1.742682,2.6867839,0.4278519,0.08151525,0.2338876,-0.8692495,,,,,,
1,2.622221,0.2608338,1.746567,2.6915037,0.4326515,0.08285465,0.2233672,-0.8695142,,,,,,
1,2.633332,0.264486,1.75009,2.696333,0.4378361,0.08588586,0.2134298,-0.8691208,,,,,,
1,2.644443,0.2683359,1.753418,2.7010351,0.4429188,0.09007338,0.204098,-0.8683628,,,,,,
1,2.655554,0.271936,1.756397,2.7056514,0.4488661,0.09393918,0.1971482,-0.866503,,,,,,
1,2.666665,0.2754249,1.759188,2.7103175,0.4561677,0.09604852,0.1915399,-0.8637119,,,,,,
1,2.677776,0.2788172,1.762028,2.7147272,0.4632849,0.0976068,0.1845995,-0.8612567,,,,,,
1,2.688887,0.282743,1.764113,2.7193617,0.4711736,0.09725959,0.1777242,-0.858458,,,,,,
1,2.699998,0.2867598,1.766084,2.7242701,0.47822,0.09480874,0.1685752,-0.8566793,,,,,,
1,2.711109,0.2909797,1.768263,2.7296705,0.4841855,0.09319019,0.1587646,-0.8553795,,,,,,
1,2.72222,0.2961121,1.76924,2.7354342,0.4890318,0.0935483,0.1497414,-0.8542098,,,,,,
1,2.733331,0.3006222,1.770857,2.7406375,0.4953171,0.09375878,0.1426948,-0.8517679,,,,,,
1,2.744442,0.3049113,1.771194,2.7456171,0.5037121,0.09283827,0.1392595,-0.8475034,,,,,,
1,2.755553,0.3092018,1.771065,2.75037531,0.5141329,0.09252959,0.1392296,-0.8412614,,,,,,
1,2.766664,0.3134036,1.770205,2.75451075,0.5261644,0.09209266,0.1405012,-0.8336244,,,,,,
1,2.777775,0.3179709,1.76982,2.75881783,0.5374193,0.09162365,0.1404553,-0.8264732,,,,,,
1,2.788886,0.3227979,1.768608,2.76339946,0.5487975,0.08939555,0.1406955,-0.8191671,,,,,,
1,2.799997,0.327583,1.767371,2.76767353,0.5591071,0.08620693,0.1392103,-0.8127657,,,,,,
1,2.811108,0.3331734,1.764654,2.77231568,0.5695121,0.0791605,0.1374171,-0.8065397,,,,,,
1,2.822219,0.3382815,1.762574,2.77681322,0.5792153,0.07288983,0.1355069,-0.8005215,,,,,,
1,2.83333,0.3436466,1.75983,2.78074724,0.5894341,0.06499927,0.1349171,-0.7938136,,,,,,
1,2.844441,0.3489789,1.756247,2.7842119,0.5996983,0.05847036,0.1354044,-0.7865169,,,,,,
1,2.855552,0.3546076,1.752845,2.78738066,0.609947,0.05227657,0.1372336,-0.7787161,,,,,,
1,2.866663,0.3599745,1.7486,2.79036189,0.6203183,0.04465283,0.1401817,-0.7704288,,,,,,
1,2.877774,0.365361,1.744955,2.79317066,0.6303417,0.03673805,0.1425741,-0.7622285,,,,,,
1,2.888885,0.3707258,1.74024,2.79560537,0.6402335,0.02715102,0.1468344,-0.7535274,,,,,,
1,2.899997,0.3756809,1.735155,2.79733051,0.6495426,0.01759068,0.1530494,-0.7445543,,,,,,
1,2.911108,0.3810852,1.729858,2.79878712,0.6582956,0.01039464,0.1608117,-0.7353085,,,,,,
1,2.922219,0.3864467,1.724075,2.79979762,0.665553,0.002414081,0.1683466,-0.7271128,,,,,,
1,2.93333,0.3915213,1.718519,2.80134421,0.6713467,-0.008912373,0.174502,-0.7202523,,,,,,
1,2.944441,0.3964492,1.712357,2.80297323,0.6735334,-0.0261636,0.180934,-0.7161922,,,,,,
1,2.955552,0.4009669,1.705906,2.80397614,0.6741155,-0.04114878,0.1888797,-0.7128813,,,,,,
1,2.966663,0.4057686,1.699182,2.80452259,0.6746264,-0.04970085,0.199002,-0.7090892,,,,,,
