Trial,time,PositionX,PositionY,PositionZ,RotationQX,RotationQY,RotationQZ,RotationQW,frameDiff,userLevel,preTrialOffset,preLevelOffset
1,0.01111111,0.528366,1.525722,0.1514125,0.5667856,-0.3509747,0.006411582,-0.7453387
1,0.02222222,0.5283217,1.525329,0.1514185,0.5671294,-0.353475,0.006735504,-0.7438913
1,0.03333334,0.5280064,1.525751,0.1516379,0.5655152,-0.3540941,0.01259008,-0.7447492
1,0.04444445,0.5275707,1.525975,0.1519773,0.5641996,-0.3548469,0.02029637,-0.7452184
1,0.05555556,0.5270287,1.52576,0.1532958,0.5653287,-0.3575309,0.02721563,-0.7428556
1,0.06666667,0.5262091,1.525318,0.1548121,0.5672367,-0.3607944,0.0337497,-0.7395478
1,0.07777778,0.5251587,1.524804,0.156963,0.570066,-0.364822,0.04198873,-0.7349603
1,0.08888889,0.5241707,1.524152,0.1593993,0.5718994,-0.3682356,0.04988503,-0.7313311
1,0.1,0.5230996,1.523583,0.1618012,0.5725647,-0.372609,0.05594102,-0.7281503
1,0.1111111,0.5220017,1.522898,0.1643411,0.5709634,-0.3752378,0.06249458,-0.7275244
1,0.1222222,0.5210952,1.522428,0.1663829,0.5684617,-0.3765362,0.06966898,-0.7281607
1,0.1333333,0.5196503,1.521871,0.1692579,0.563414,-0.3779766,0.07933776,-0.730345
1,0.1444445,0.5180362,1.521593,0.1721123,0.5574121,-0.3804796,0.08990595,-0.7324233
1,0.1555556,0.5164075,1.521127,0.1754165,0.5528952,-0.382991,0.1002261,-0.7331981
1,0.1666667,0.5141218,1.520453,0.1798941,0.5483661,-0.3856179,0.1123293,-0.7334682
1,0.1777778,0.5122274,1.519678,0.1840702,0.5448567,-0.3847387,0.1259582,-0.7343308
1,0.1888889,0.5098279,1.51883,0.1888414,0.5414076,-0.3842187,0.1393177,-0.7347411
1,0.2,0.5067688,1.517737,0.1946834,0.5391678,-0.3855521,0.1507325,-0.7334353
1,0.2111111,0.5042057,1.516822,0.199514,0.5362842,-0.3869255,0.161736,-0.7324816
1,0.2222222,0.5000994,1.515515,0.2062304,0.5342342,-0.3883477,0.1717831,-0.7309381
1,0.2333333,0.496894,1.514369,0.2122019,0.5309318,-0.3882028,0.1813894,-0.7311006
1,0.2444444,0.4924403,1.513002,0.2193449,0.5266752,-0.3873935,0.1888729,-0.7327118
1,0.2555556,0.487964,1.511561,0.2266519,0.5211112,-0.3854396,0.1953964,-0.7360024
1,0.2666667,0.4833943,1.510267,0.2338558,0.5152921,-0.3831751,0.2033061,-0.7391329
1,0.2777778,0.4785817,1.509015,0.2416892,0.5090622,-0.3786616,0.2135622,-0.7428743
1,0.2888889,0.4733188,1.507637,0.2500197,0.5032717,-0.3722605,0.2266775,-0.7461615
1,0.3,0.4675613,1.506404,0.259021,0.4986436,-0.370552,0.2370357,-0.7469002
1,0.3111111,0.4618489,1.505023,0.2681741,0.493959,-0.3693513,0.2465888,-0.7475145
1,0.3222222,0.4553727,1.503815,0.2780911,0.4892892,-0.3675086,0.2571918,-0.747921
1,0.3333333,0.4489176,1.50268,0.2878764,0.4836007,-0.3645233,0.2683489,-0.7491608
1,0.3444445,0.4427021,1.501738,0.2974699,0.476194,-0.3597366,0.2799122,-0.7519828
1,0.3555556,0.4362449,1.500923,0.3068019,0.4688251,-0.3552796,0.2912835,-0.7544093
1,0.3666667,0.4292141,1.500153,0.3165417,0.4619696,-0.353259,0.3021618,-0.7553083
1,0.3777778,0.4223723,1.499268,0.3260558,0.4558592,-0.3517898,0.3116575,-0.7558478
1,0.3888889,0.4148792,1.498573,0.3357912,0.4503712,-0.3510917,0.3188118,-0.7564784
1,0.4,0.4074819,1.497599,0.3452764,0.4449682,-0.3491971,0.3251984,-0.7578329
1,0.4111111,0.3993444,1.49694,0.354469,0.4389937,-0.3452212,0.3293747,-0.7613272
1,0.4222222,0.3916212,1.496355,0.3629166,0.4313126,-0.3381612,0.33879,-0.7647468
1,0.4333333,0.3838334,1.495764,0.3717314,0.4238802,-0.3316371,0.3495248,-0.7669256
1,0.4444444,0.3752463,1.495199,0.3796149,0.4166378,-0.3245569,0.3617593,-0.7682486
1,0.4555556,0.3665674,1.494653,0.3881392,0.4100711,-0.3203234,0.3715204,-0.7689
1,0.4666667,0.3569049,1.494318,0.3957182,0.4040352,-0.3193851,0.3798935,-0.7683943
1,0.4777778,0.3475553,1.49384,0.4037337,0.3984767,-0.3172412,0.3889314,-0.7676631
1,0.4888889,0.337368,1.493495,0.4105738,0.3953508,-0.3147442,0.3998192,-0.764708
1,0.5,0.3277996,1.49298,0.4181589,0.3912923,-0.3114321,0.4096986,-0.7629204
1,0.5111111,0.3180714,1.492684,0.4251816,0.3863913,-0.3085048,0.4190043,-0.7615523
1,0.5222223,0.3084681,1.492601,0.4315507,0.3792954,-0.3043481,0.4267626,-0.7624834
1,0.5333334,0.2985028,1.49239,0.4377309,0.3722761,-0.3010838,0.4321888,-0.7641806
1,0.5444446,0.2883398,1.491906,0.4433699,0.3665818,-0.2961582,0.439593,-0.7646347
1,0.5555557,0.2781647,1.491364,0.4496759,0.3609836,-0.2927756,0.4464761,-0.7646125
1,0.5666668,0.2675055,1.490698,0.4548133,0.3552794,-0.2908772,0.4470258,-0.7676815
1,0.577778,0.2574539,1.490056,0.4607772,0.3493022,-0.2874471,0.4509306,-0.7694308
1,0.5888891,0.2471644,1.489256,0.4656067,0.3433229,-0.2816895,0.4515866,-0.773854
1,0.6000003,0.2371444,1.48849,0.4700137,0.3373606,-0.2735582,0.4557181,-0.7769651
1,0.6111114,0.2264433,1.487535,0.4743133,0.332348,-0.2683566,0.4597161,-0.7785825
1,0.6222225,0.2155106,1.486733,0.4785851,0.3275568,-0.2645522,0.4641719,-0.7792709
1,0.6333337,0.2048708,1.48594,0.4828521,0.3218238,-0.2604451,0.4685858,-0.7804007
1,0.6444448,0.1941467,1.48507,0.4862668,0.3158824,-0.255412,0.4722991,-0.7822509
1,0.655556,0.1833398,1.484534,0.489361,0.3088165,-0.2499075,0.4730728,-0.7863719
1,0.6666671,0.1726819,1.483618,0.4920426,0.3009438,-0.2419651,0.4740514,-0.7913033
1,0.6777782,0.16206,1.482272,0.4942813,0.2922517,-0.2323691,0.4762314,-0.7961138
1,0.6888894,0.151439,1.481204,0.496255,0.2825582,-0.2219319,0.478884,-0.8009852
1,0.7000005,0.1408673,1.480223,0.498858,0.2739319,-0.2128565,0.4824162,-0.8043184
1,0.7111117,0.1298055,1.478898,0.499474,0.2624461,-0.2019282,0.489874,-0.8064556
1,0.7222228,0.1189386,1.477658,0.500374,0.2519898,-0.1929814,0.4953139,-0.8086554
1,0.7333339,0.108333,1.47634,0.5016568,0.2420157,-0.1836818,0.4994748,-0.811304
1,0.7444451,0.09786953,1.475012,0.5021811,0.2319288,-0.1734724,0.5021409,-0.814844
1,0.7555562,0.08764641,1.473592,0.5028045,0.2218903,-0.1625709,0.5044144,-0.8184752
1,0.7666674,0.07809949,1.471898,0.5021176,0.2118551,-0.1492012,0.5064735,-0.8223995
1,0.7777785,0.06869123,1.470347,0.501532,0.2018729,-0.1362053,0.5104933,-0.8246769
1,0.7888896,0.05909729,1.468585,0.5011083,0.1920555,-0.1239202,0.5138845,-0.8268502
1,0.8000008,0.04994065,1.466515,0.5000149,0.1829676,-0.1107901,0.5165875,-0.8290874
1,0.8111119,0.04095327,1.464161,0.4982591,0.1740311,-0.0970001,0.5179451,-0.8318877
1,0.8222231,0.03214166,1.462033,0.496748,0.1648304,-0.08337367,0.5182946,-0.8350153
1,0.8333342,0.023784,1.459842,0.4944094,0.1554387,-0.06941551,0.5156104,-0.8397418
1,0.8444453,0.0159501,1.457523,0.4915401,0.1469412,-0.05469909,0.5145442,-0.8430068
1,0.8555565,0.008033838,1.455369,0.489537,0.1379663,-0.03928841,0.5175012,-0.8435723
1,0.8666676,0.0007830784,1.45291,0.4865505,0.1287001,-0.02277312,0.5217099,-0.843052
1,0.8777788,-0.006397098,1.450442,0.4835087,0.1189248,-0.005552404,0.5251309,-0.8426527
1,0.8888899,-0.01263803,1.448064,0.4806294,0.1079574,0.01563448,0.5290896,-0.8415254
1,0.900001,-0.01776339,1.445413,0.4777848,0.0957737,0.03973866,0.5314672,-0.8407086
1,0.9111122,-0.02330605,1.443676,0.4747481,-0.08515249,-0.05860803,-0.529396,0.8420534
1,0.9222233,-0.02896596,1.442235,0.4713427,-0.07641251,-0.07329398,-0.5256385,0.8440932
1,0.9333345,-0.03326591,1.440274,0.4680658,-0.06681182,-0.09195681,-0.5298435,0.840444
1,0.9444456,-0.03720645,1.438417,0.4651913,-0.05576431,-0.1127551,-0.537505,0.8338255
1,0.9555568,-0.04158042,1.436778,0.4618499,-0.04514134,-0.1311968,-0.5430707,0.8281448
1,0.9666679,-0.04533105,1.435192,0.4591058,-0.03336233,-0.149883,-0.550737,0.8204333
1,0.977779,-0.04820936,1.4333,0.4567707,-0.01829122,-0.1733967,-0.5585159,0.8109618
